ID716,2.8410529415111894
ID717,2.8593501881704997
ID719,2.9125445391449407
ID720,2.8814938540932493
ID721,2.856687482309974
ID722,2.822384810877868
ID723,2.8687174723213333
ID724,2.8412565672837564
ID725,2.858013717056954
ID727,2.795157694064812
ID728,2.8127233618734624
ID729,2.977448018346013
ID730,2.883911068977435
ID731,2.8150660693154297
ID732,2.953690175654874
ID733,2.840100084012505
ID734,2.848446347214311
ID735,2.9460218692272244
ID736,2.778071088682963
ID737,2.8209007386172624
ID738,2.947097399040331
ID739,2.7659572059853024
ID740,2.8448312750211975
ID741,2.81074605470854
ID742,2.8153090731700585
ID743,2.8940723890468125
ID744,2.7851635218623056
ID745,2.848446347214311
ID746,2.8579552107618977
ID747,2.8493658684892806
ID749,2.852542626300376
ID751,2.82660506440718
ID752,2.9235521008415866
ID753,2.8410426006481297
ID757,2.893793624590467
ID759,2.8998300033908464
ID760,2.8539424724137015
ID761,2.786546738472917
ID762,2.9039570065746054
ID763,2.895378421453236
ID764,2.801972403003362
ID765,2.8891851730409286
ID766,2.8075813097351343
ID768,2.843770625199336
ID769,2.9041506385626286
ID770,2.8272253181655436
ID771,2.9450013545075717
ID772,2.7983441509614244
ID773,2.866820659246236
ID774,2.7925106655977503
ID776,2.9009119852554344
ID777,2.85662092133113
ID778,2.8998300033908464
ID779,2.930959078227306
ID781,2.9009119852554344
ID783,2.9543363284841426
ID785,2.926306285142404
ID786,2.8217764219233357
ID787,2.8545900872248935
ID788,2.880863308816812
ID790,2.8176589717575564
ID792,2.754909904702465
ID793,2.8575194808413933
ID797,2.881669056484081
ID798,2.9516640531083387
ID801,2.818692124041478
ID802,2.825689295764355
ID803,2.8939419302046594
ID804,2.953475109517281
ID806,2.811915011018054
ID807,2.9115612828095263
ID811,2.850406495262187
ID812,2.807139222494783
ID813,2.876367706584011
ID816,2.796946486197446
ID817,2.9538928331843746
ID818,2.8170580717653815
ID819,2.7479275837348727
ID820,2.8159413780721243
ID821,2.9009119852554344
ID822,2.880044619808522
ID823,2.8973961377845288
ID824,2.948050963847642
ID825,2.917447438904025
ID826,2.901319710279591
ID833,2.8862696123316818
ID834,2.8580558306412627
ID835,2.90379421146247
ID838,2.8997891018826745
ID839,2.871956315738161
ID841,2.905619618295594
ID844,2.9576102968626925
ID848,2.8144150938483783
ID849,2.8048787603703933
ID850,2.8477096544420686
ID851,2.7925286698239344
ID852,2.8793432127647325
ID853,2.7988914939008733
ID854,3.018227174250124
ID855,2.894721186358373
